"No.","Time","Source","Destination","Protocol","Length","Info"
"7142","1522.588507944","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 63152; Unit:   1, Func:   6: Write Single Register"
"7143","1522.588657951","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 63152; Unit:   1, Func:   6: Write Single Register"
"7144","1522.589085349","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 51612; Unit:   1, Func:   6: Write Single Register"
"7145","1522.589226889","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 51612; Unit:   1, Func:   6: Write Single Register"
"7146","1522.589617456","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 30133; Unit:   1, Func:   6: Write Single Register"
"7147","1522.589771321","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 30133; Unit:   1, Func:   6: Write Single Register"
"7148","1522.591000607","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 45841; Unit:   1, Func:   3: Read Holding Registers"
"7149","1522.591183276","192.168.56.113","192.168.56.114","Modbus/TCP","85","Response: Trans: 45841; Unit:   1, Func:   3: Read Holding Registers"
"7150","1522.591595249","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 59054; Unit:   1, Func:   6: Write Single Register"
"7151","1522.591769442","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 59054; Unit:   1, Func:   6: Write Single Register"
"7152","1522.592219683","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 15792; Unit:   1, Func:   6: Write Single Register"
"7153","1522.592360202","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 15792; Unit:   1, Func:   6: Write Single Register"
"7154","1522.592913149","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 48193; Unit:   1, Func:   6: Write Single Register"
"7155","1522.593036786","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 48193; Unit:   1, Func:   6: Write Single Register"
"7156","1522.593432923","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 12843; Unit:   1, Func:   6: Write Single Register"
"7157","1522.593548624","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 12843; Unit:   1, Func:   6: Write Single Register"
"7158","1522.593982755","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 20663; Unit:   1, Func:   6: Write Single Register"
"7159","1522.594097935","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 20663; Unit:   1, Func:   6: Write Single Register"
"7160","1522.640827499","192.168.56.114","192.168.56.113","TCP","66","48740  >  502 [ACK] Seq=21745 Ack=23859 Win=64256 Len=0 TSval=446695409 TSecr=2157250282"
"7161","1522.953866994","192.168.56.112","192.168.56.113","TCP","66","57170  >  502 [FIN, ACK] Seq=13 Ack=10 Win=64256 Len=0 TSval=2448525294 TSecr=2104888735"
"7162","1522.954167378","192.168.56.113","192.168.56.112","TCP","66","502  >  57170 [FIN, ACK] Seq=10 Ack=14 Win=65152 Len=0 TSval=2104893752 TSecr=2448525294"
"7163","1522.954679467","192.168.56.112","192.168.56.113","TCP","66","57170  >  502 [ACK] Seq=14 Ack=11 Win=64256 Len=0 TSval=2448525295 TSecr=2104893752"
"7164","1522.963914068","192.168.56.112","192.168.56.113","TCP","74","34396  >  502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2448525304 TSecr=0 WS=128"
"7165","1522.963940579","192.168.56.113","192.168.56.112","TCP","74","502  >  34396 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=2104893761 TSecr=2448525304 WS=128"
"7166","1522.964375901","192.168.56.112","192.168.56.113","TCP","66","34396  >  502 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2448525304 TSecr=2104893761"
"7167","1522.970737818","192.168.56.112","192.168.56.113","Modbus/TCP","78","   Query: Trans:   256; Unit: 255, Func:   1: Read Coils"
"7168","1522.970762245","192.168.56.113","192.168.56.112","TCP","66","502  >  34396 [ACK] Seq=1 Ack=13 Win=65152 Len=0 TSval=2104893768 TSecr=2448525311"
"7169","1522.971274435","192.168.56.113","192.168.56.112","Modbus/TCP","75","Response: Trans:   256; Unit: 255, Func:   1: Read Coils. Exception returned "
"7170","1522.971612130","192.168.56.112","192.168.56.113","TCP","66","34396  >  502 [ACK] Seq=13 Ack=10 Win=64256 Len=0 TSval=2448525312 TSecr=2104893769"
"7171","1527.985020057","192.168.56.112","192.168.56.113","TCP","66","34396  >  502 [FIN, ACK] Seq=13 Ack=10 Win=64256 Len=0 TSval=2448530323 TSecr=2104893769"
"7172","1527.985256609","192.168.56.113","192.168.56.112","TCP","66","502  >  34396 [FIN, ACK] Seq=10 Ack=14 Win=65152 Len=0 TSval=2104898783 TSecr=2448530323"
"7173","1527.985807683","192.168.56.112","192.168.56.113","TCP","66","34396  >  502 [ACK] Seq=14 Ack=11 Win=64256 Len=0 TSval=2448530323 TSecr=2104898783"
"7174","1527.993797308","192.168.56.112","192.168.56.113","TCP","74","34412  >  502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2448530331 TSecr=0 WS=128"
"7175","1527.993818449","192.168.56.113","192.168.56.112","TCP","74","502  >  34412 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=2104898791 TSecr=2448530331 WS=128"
"7176","1527.994244163","192.168.56.112","192.168.56.113","TCP","66","34412  >  502 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2448530332 TSecr=2104898791"
"7177","1528.000425890","192.168.56.112","192.168.56.113","Modbus/TCP","78","   Query: Trans:   256; Unit: 255, Func:   1: Read Coils"
"7178","1528.000440989","192.168.56.113","192.168.56.112","TCP","66","502  >  34412 [ACK] Seq=1 Ack=13 Win=65152 Len=0 TSval=2104898798 TSecr=2448530338"
"7179","1528.000970802","192.168.56.113","192.168.56.112","Modbus/TCP","75","Response: Trans:   256; Unit: 255, Func:   1: Read Coils. Exception returned "
"7180","1528.001367751","192.168.56.112","192.168.56.113","TCP","66","34412  >  502 [ACK] Seq=13 Ack=10 Win=64256 Len=0 TSval=2448530339 TSecr=2104898798"
"7181","1530.032714974","192.168.56.1","224.0.0.251","MDNS","105","Standard query response 0x0000 PTR Desktop-62fvk98._nomachine._tcp.local"
"7182","1530.133174619","192.168.56.1","224.0.0.251","MDNS","404","Standard query response 0x0000 TXT, cache flush"
"7183","1530.599271498","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 37101; Unit:   1, Func:   3: Read Holding Registers"
"7184","1530.599589917","192.168.56.113","192.168.56.114","Modbus/TCP","85","Response: Trans: 37101; Unit:   1, Func:   3: Read Holding Registers"
"7185","1530.600596181","192.168.56.114","192.168.56.113","TCP","66","48740  >  502 [ACK] Seq=21757 Ack=23878 Win=64256 Len=0 TSval=446703365 TSecr=2157258287"
"7186","1530.600929128","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans:  1671; Unit:   1, Func:   6: Write Single Register"
"7187","1530.601148808","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans:  1671; Unit:   1, Func:   6: Write Single Register"
"7188","1530.601594420","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 27054; Unit:   1, Func:   6: Write Single Register"
"7189","1530.601783602","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 27054; Unit:   1, Func:   6: Write Single Register"
"7190","1530.602283488","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 12132; Unit:   1, Func:   6: Write Single Register"
"7191","1530.602451179","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 12132; Unit:   1, Func:   6: Write Single Register"
"7192","1530.603065579","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 55428; Unit:   1, Func:   6: Write Single Register"
"7193","1530.603281752","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 55428; Unit:   1, Func:   6: Write Single Register"
"7194","1530.604050127","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 32269; Unit:   1, Func:   6: Write Single Register"
"7195","1530.604235532","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 32269; Unit:   1, Func:   6: Write Single Register"
"7196","1530.649409520","192.168.56.114","192.168.56.113","TCP","66","48740  >  502 [ACK] Seq=21817 Ack=23938 Win=64256 Len=0 TSval=446703414 TSecr=2157258292"
"7197","1531.424141539","192.168.56.1","224.0.0.251","MDNS","404","Standard query response 0x0000 TXT, cache flush"
"7198","1531.524307525","192.168.56.1","224.0.0.251","MDNS","105","Standard query response 0x0000 PTR Desktop-62fvk98._nomachine._tcp.local"
"7199","1533.017669369","192.168.56.112","192.168.56.113","TCP","66","34412  >  502 [FIN, ACK] Seq=13 Ack=10 Win=64256 Len=0 TSval=2448535353 TSecr=2104898798"
"7200","1533.017896113","192.168.56.113","192.168.56.112","TCP","66","502  >  34412 [FIN, ACK] Seq=10 Ack=14 Win=65152 Len=0 TSval=2104903815 TSecr=2448535353"
"7201","1533.018388885","192.168.56.112","192.168.56.113","TCP","66","34412  >  502 [ACK] Seq=14 Ack=11 Win=64256 Len=0 TSval=2448535353 TSecr=2104903815"
"7202","1533.026662331","192.168.56.112","192.168.56.113","TCP","74","56246  >  502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2448535362 TSecr=0 WS=128"
"7203","1533.026685325","192.168.56.113","192.168.56.112","TCP","74","502  >  56246 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=2104903824 TSecr=2448535362 WS=128"
"7204","1533.026944861","192.168.56.112","192.168.56.113","TCP","66","56246  >  502 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2448535362 TSecr=2104903824"
"7205","1533.032482439","192.168.56.1","224.0.0.251","MDNS","404","Standard query response 0x0000 TXT, cache flush"
"7206","1533.032659187","192.168.56.1","224.0.0.251","MDNS","105","Standard query response 0x0000 PTR Desktop-62fvk98._nomachine._tcp.local"
"7207","1533.034561768","192.168.56.112","192.168.56.113","Modbus/TCP","78","   Query: Trans:   256; Unit: 255, Func:   1: Read Coils"
"7208","1533.034577729","192.168.56.113","192.168.56.112","TCP","66","502  >  56246 [ACK] Seq=1 Ack=13 Win=65152 Len=0 TSval=2104903832 TSecr=2448535370"
"7209","1533.035031827","192.168.56.113","192.168.56.112","Modbus/TCP","75","Response: Trans:   256; Unit: 255, Func:   1: Read Coils. Exception returned "
"7210","1533.035359494","192.168.56.112","192.168.56.113","TCP","66","56246  >  502 [ACK] Seq=13 Ack=10 Win=64256 Len=0 TSval=2448535371 TSecr=2104903833"
"7211","1533.606640155","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 52986; Unit:   1, Func:   3: Read Holding Registers"
"7212","1533.606951310","192.168.56.113","192.168.56.114","Modbus/TCP","85","Response: Trans: 52986; Unit:   1, Func:   3: Read Holding Registers"
"7213","1533.607326027","192.168.56.114","192.168.56.113","TCP","66","48740  >  502 [ACK] Seq=21829 Ack=23957 Win=64256 Len=0 TSval=446706370 TSecr=2157261294"
"7214","1533.607481915","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 26695; Unit:   1, Func:   6: Write Single Register"
"7215","1533.607629107","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 26695; Unit:   1, Func:   6: Write Single Register"
"7216","1533.608168789","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 38950; Unit:   1, Func:   6: Write Single Register"
"7217","1533.608619170","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 38950; Unit:   1, Func:   6: Write Single Register"
"7218","1533.609083451","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans:  8039; Unit:   1, Func:   6: Write Single Register"
"7219","1533.609237366","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans:  8039; Unit:   1, Func:   6: Write Single Register"
"7220","1533.609782819","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 21049; Unit:   1, Func:   6: Write Single Register"
"7221","1533.609974395","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 21049; Unit:   1, Func:   6: Write Single Register"
"7222","1533.610600438","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 41194; Unit:   1, Func:   6: Write Single Register"
"7223","1533.610724896","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 41194; Unit:   1, Func:   6: Write Single Register"
"7224","1533.659436449","192.168.56.114","192.168.56.113","TCP","66","48740  >  502 [ACK] Seq=21889 Ack=24017 Win=64256 Len=0 TSval=446706422 TSecr=2157261298"
"7225","1535.614147973","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 15715; Unit:   1, Func:   3: Read Holding Registers"
"7226","1535.614487152","192.168.56.113","192.168.56.114","Modbus/TCP","85","Response: Trans: 15715; Unit:   1, Func:   3: Read Holding Registers"
"7227","1535.614973712","192.168.56.114","192.168.56.113","TCP","66","48740  >  502 [ACK] Seq=21901 Ack=24036 Win=64256 Len=0 TSval=446708377 TSecr=2157263302"
"7228","1535.614973823","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 48721; Unit:   1, Func:   6: Write Single Register"
"7229","1535.615317971","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 48721; Unit:   1, Func:   6: Write Single Register"
"7230","1535.615868073","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 17866; Unit:   1, Func:   6: Write Single Register"
"7231","1535.616007880","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 17866; Unit:   1, Func:   6: Write Single Register"
"7232","1535.616494190","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 13982; Unit:   1, Func:   6: Write Single Register"
"7233","1535.616636442","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 13982; Unit:   1, Func:   6: Write Single Register"
"7234","1535.617100049","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 45010; Unit:   1, Func:   6: Write Single Register"
"7235","1535.617235488","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 45010; Unit:   1, Func:   6: Write Single Register"
"7236","1535.617670079","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 38161; Unit:   1, Func:   6: Write Single Register"
"7237","1535.617813854","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 38161; Unit:   1, Func:   6: Write Single Register"
"7238","1535.663485179","192.168.56.114","192.168.56.113","TCP","66","48740  >  502 [ACK] Seq=21961 Ack=24096 Win=64256 Len=0 TSval=446708425 TSecr=2157263305"
"7239","1538.051748321","192.168.56.112","192.168.56.113","TCP","66","56246  >  502 [FIN, ACK] Seq=13 Ack=10 Win=64256 Len=0 TSval=2448540384 TSecr=2104903833"
"7240","1538.052031313","192.168.56.113","192.168.56.112","TCP","66","502  >  56246 [FIN, ACK] Seq=10 Ack=14 Win=65152 Len=0 TSval=2104908850 TSecr=2448540384"
"7241","1538.052321518","192.168.56.112","192.168.56.113","TCP","66","56246  >  502 [ACK] Seq=14 Ack=11 Win=64256 Len=0 TSval=2448540385 TSecr=2104908850"
"7242","1538.060639315","192.168.56.112","192.168.56.113","TCP","74","56248  >  502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2448540393 TSecr=0 WS=128"
"7243","1538.060672719","192.168.56.113","192.168.56.112","TCP","74","502  >  56248 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=2104908858 TSecr=2448540393 WS=128"
"7244","1538.061111228","192.168.56.112","192.168.56.113","TCP","66","56248  >  502 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2448540394 TSecr=2104908858"
"7245","1538.067591997","192.168.56.112","192.168.56.113","Modbus/TCP","78","   Query: Trans:   256; Unit: 255, Func:   1: Read Coils"
"7246","1538.067618257","192.168.56.113","192.168.56.112","TCP","66","502  >  56248 [ACK] Seq=1 Ack=13 Win=65152 Len=0 TSval=2104908865 TSecr=2448540400"
"7247","1538.068194549","192.168.56.113","192.168.56.112","Modbus/TCP","75","Response: Trans:   256; Unit: 255, Func:   1: Read Coils. Exception returned "
"7248","1538.068568705","192.168.56.112","192.168.56.113","TCP","66","56248  >  502 [ACK] Seq=13 Ack=10 Win=64256 Len=0 TSval=2448540401 TSecr=2104908866"
"7249","1542.504391800","192.168.56.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"7250","1543.086235642","192.168.56.112","192.168.56.113","TCP","66","56248  >  502 [FIN, ACK] Seq=13 Ack=10 Win=64256 Len=0 TSval=2448545416 TSecr=2104908866"
"7251","1543.086532028","192.168.56.113","192.168.56.112","TCP","66","502  >  56248 [FIN, ACK] Seq=10 Ack=14 Win=65152 Len=0 TSval=2104913884 TSecr=2448545416"
"7252","1543.086909641","192.168.56.112","192.168.56.113","TCP","66","56248  >  502 [ACK] Seq=14 Ack=11 Win=64256 Len=0 TSval=2448545417 TSecr=2104913884"
"7253","1543.096431230","192.168.56.112","192.168.56.113","TCP","74","56142  >  502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2448545426 TSecr=0 WS=128"
"7254","1543.096457230","192.168.56.113","192.168.56.112","TCP","74","502  >  56142 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=2104913894 TSecr=2448545426 WS=128"
"7255","1543.096858077","192.168.56.112","192.168.56.113","TCP","66","56142  >  502 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2448545427 TSecr=2104913894"
"7256","1543.109706539","192.168.56.112","192.168.56.113","Modbus/TCP","78","   Query: Trans:   256; Unit: 255, Func:   1: Read Coils"
"7257","1543.109743680","192.168.56.113","192.168.56.112","TCP","66","502  >  56142 [ACK] Seq=1 Ack=13 Win=65152 Len=0 TSval=2104913907 TSecr=2448545440"
"7258","1543.110409293","192.168.56.113","192.168.56.112","Modbus/TCP","75","Response: Trans:   256; Unit: 255, Func:   1: Read Coils. Exception returned "
"7259","1543.110884572","192.168.56.112","192.168.56.113","TCP","66","56142  >  502 [ACK] Seq=13 Ack=10 Win=64256 Len=0 TSval=2448545441 TSecr=2104913908"
"7260","1543.505641178","192.168.56.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"7261","1544.506878883","192.168.56.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"7262","1544.625769710","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 16314; Unit:   1, Func:   3: Read Holding Registers"
"7263","1544.626247023","192.168.56.113","192.168.56.114","Modbus/TCP","85","Response: Trans: 16314; Unit:   1, Func:   3: Read Holding Registers"
"7264","1544.626772639","192.168.56.114","192.168.56.113","TCP","66","48740  >  502 [ACK] Seq=21973 Ack=24115 Win=64256 Len=0 TSval=446717384 TSecr=2157272314"
"7265","1544.626772789","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans:  7991; Unit:   1, Func:   6: Write Single Register"
"7266","1544.627191760","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans:  7991; Unit:   1, Func:   6: Write Single Register"
"7267","1544.627684873","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 39014; Unit:   1, Func:   6: Write Single Register"
"7268","1544.627865088","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 39014; Unit:   1, Func:   6: Write Single Register"
"7269","1544.628542173","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 12932; Unit:   1, Func:   6: Write Single Register"
"7270","1544.628779166","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 12932; Unit:   1, Func:   6: Write Single Register"
"7271","1544.629411137","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 53698; Unit:   1, Func:   6: Write Single Register"
"7272","1544.629633132","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 53698; Unit:   1, Func:   6: Write Single Register"
"7273","1544.630159578","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 54271; Unit:   1, Func:   6: Write Single Register"
"7274","1544.630345103","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 54271; Unit:   1, Func:   6: Write Single Register"
"7275","1544.645605868","192.168.56.1","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"7276","1544.672049679","192.168.56.114","192.168.56.113","TCP","66","48740  >  502 [ACK] Seq=22033 Ack=24175 Win=64256 Len=0 TSval=446717429 TSecr=2157272318"
"7277","1545.508380032","192.168.56.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"7278","1545.646998910","192.168.56.1","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"7279","1546.647912065","192.168.56.1","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"7280","1547.648618954","192.168.56.1","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"7281","1548.125318557","192.168.56.112","192.168.56.113","TCP","66","56142  >  502 [FIN, ACK] Seq=13 Ack=10 Win=64256 Len=0 TSval=2448550453 TSecr=2104913908"
"7282","1548.125636896","192.168.56.113","192.168.56.112","TCP","66","502  >  56142 [FIN, ACK] Seq=10 Ack=14 Win=65152 Len=0 TSval=2104918923 TSecr=2448550453"
"7283","1548.126136090","192.168.56.112","192.168.56.113","TCP","66","56142  >  502 [ACK] Seq=14 Ack=11 Win=64256 Len=0 TSval=2448550454 TSecr=2104918923"
"7284","1548.136643144","192.168.56.112","192.168.56.113","TCP","74","56156  >  502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2448550464 TSecr=0 WS=128"
"7285","1548.136668051","192.168.56.113","192.168.56.112","TCP","74","502  >  56156 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=2104918934 TSecr=2448550464 WS=128"
"7286","1548.137049741","192.168.56.112","192.168.56.113","TCP","66","56156  >  502 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2448550465 TSecr=2104918934"
"7287","1548.144116055","192.168.56.112","192.168.56.113","Modbus/TCP","78","   Query: Trans:   256; Unit: 255, Func:   1: Read Coils"
"7288","1548.144144870","192.168.56.113","192.168.56.112","TCP","66","502  >  56156 [ACK] Seq=1 Ack=13 Win=65152 Len=0 TSval=2104918942 TSecr=2448550472"
"7289","1548.144678250","192.168.56.113","192.168.56.112","Modbus/TCP","75","Response: Trans:   256; Unit: 255, Func:   1: Read Coils. Exception returned "
"7290","1548.145034462","192.168.56.112","192.168.56.113","TCP","66","56156  >  502 [ACK] Seq=13 Ack=10 Win=64256 Len=0 TSval=2448550473 TSecr=2104918942"
"7291","1549.634636673","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 23038; Unit:   1, Func:   3: Read Holding Registers"
"7292","1549.634949752","192.168.56.113","192.168.56.114","Modbus/TCP","85","Response: Trans: 23038; Unit:   1, Func:   3: Read Holding Registers"
"7293","1549.635330109","192.168.56.114","192.168.56.113","TCP","66","48740  >  502 [ACK] Seq=22045 Ack=24194 Win=64256 Len=0 TSval=446722390 TSecr=2157277322"
"7294","1549.635668266","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 65456; Unit:   1, Func:   6: Write Single Register"
"7295","1549.635812502","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 65456; Unit:   1, Func:   6: Write Single Register"
"7296","1549.636260839","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 30106; Unit:   1, Func:   6: Write Single Register"
"7297","1549.636389656","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 30106; Unit:   1, Func:   6: Write Single Register"
"7298","1549.636888540","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans:  6662; Unit:   1, Func:   6: Write Single Register"
"7299","1549.637013068","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans:  6662; Unit:   1, Func:   6: Write Single Register"
"7300","1549.637433532","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 38226; Unit:   1, Func:   6: Write Single Register"
"7301","1549.637547821","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 38226; Unit:   1, Func:   6: Write Single Register"
"7302","1549.637954007","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 39595; Unit:   1, Func:   6: Write Single Register"
"7303","1549.638067254","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 39595; Unit:   1, Func:   6: Write Single Register"
"7304","1549.688063835","192.168.56.114","192.168.56.113","TCP","66","48740  >  502 [ACK] Seq=22105 Ack=24254 Win=64256 Len=0 TSval=446722443 TSecr=2157277326"
"7305","1550.701096527","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 41840; Unit:   1, Func:   3: Read Holding Registers"
"7306","1550.701461105","192.168.56.113","192.168.56.114","Modbus/TCP","85","Response: Trans: 41840; Unit:   1, Func:   3: Read Holding Registers"
"7307","1550.702009103","192.168.56.114","192.168.56.113","TCP","66","48740  >  502 [ACK] Seq=22117 Ack=24273 Win=64256 Len=0 TSval=446723456 TSecr=2157278389"
"7308","1550.702366246","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 46652; Unit:   1, Func:   6: Write Single Register"
"7309","1550.702619380","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 46652; Unit:   1, Func:   6: Write Single Register"
"7310","1550.703157409","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 17736; Unit:   1, Func:   6: Write Single Register"
"7311","1550.703339046","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 17736; Unit:   1, Func:   6: Write Single Register"
"7312","1550.703750824","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 22276; Unit:   1, Func:   6: Write Single Register"
"7313","1550.703899488","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 22276; Unit:   1, Func:   6: Write Single Register"
"7314","1550.704349980","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 35032; Unit:   1, Func:   6: Write Single Register"
"7315","1550.704525295","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 35032; Unit:   1, Func:   6: Write Single Register"
"7316","1550.704927544","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 59372; Unit:   1, Func:   6: Write Single Register"
"7317","1550.705065628","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 59372; Unit:   1, Func:   6: Write Single Register"
"7318","1550.762691652","192.168.56.114","192.168.56.113","TCP","66","48740  >  502 [ACK] Seq=22177 Ack=24333 Win=64256 Len=0 TSval=446723517 TSecr=2157278393"
"7319","1553.159435674","192.168.56.112","192.168.56.113","TCP","66","56156  >  502 [FIN, ACK] Seq=13 Ack=10 Win=64256 Len=0 TSval=2448555484 TSecr=2104918942"
"7320","1553.159724246","192.168.56.113","192.168.56.112","TCP","66","502  >  56156 [FIN, ACK] Seq=10 Ack=14 Win=65152 Len=0 TSval=2104923957 TSecr=2448555484"
"7321","1553.160219363","192.168.56.112","192.168.56.113","TCP","66","56156  >  502 [ACK] Seq=14 Ack=11 Win=64256 Len=0 TSval=2448555485 TSecr=2104923957"
